Name,Season,Region,Games,Win rate,K:D,GPM,GDM,Game duration,Kills / game,Deaths / game,Towers killed,Towers lost,FB%,FT%,DRAPG,DRA%,HERPG,HER%,DRA@15,TD@15,GD@15,NASHPG,NASH%,CSM,DPM,WPM,VWPM,WCPM
Infinity eSports,S12,LAT,21,42.90%,0.97,1714,-68,12:06:00,10.9,11.2,5.3,7.3,42.9,33.3,2.1,39.2,1,50,0.38,-0.2,-875,0.43,33.3,33,1648,3.5,1.57,1.45
Inside Games,S12,CZ,14,21.40%,0.77,1653,-214,07:01:00,13.1,17.1,3.6,7.9,42.9,28.6,1.86,41.1,0.43,21.4,1.07,-0.9,-1840,0.29,27.3,30.1,1862,2.8,1.2,1.09
INTZ Academy,S12,BR,23,47.80%,0.96,1779,-10,08:55:00,14.3,14.9,6.3,6.8,39.1,52.2,2.65,57.4,0.96,47.8,1,0,340,0.74,43.2,31.7,2016,3.5,1.62,1.42
INTZ e-Sports,S12,BR,18,16.70%,0.71,1666,-230,06:02:00,10.5,14.8,4.2,8.4,44.4,38.9,1.44,34,0.78,38.9,0.44,-0.7,-1253,0.33,21.1,30.8,1640,3.3,1.41,1.3
Invictus Gaming,S12,CN,38,34.20%,0.83,1793,-79,07:00:00,12.6,15.1,5.5,6.8,52.6,39.5,2.39,53.8,-,-,-,-,0,0.61,41.2,32.9,1839,-,-,-
Ion Squad,S12,BE,18,55.60%,1.17,1808,76,08:39:00,16,13.7,6.2,5.8,44.4,55.6,2.72,60.2,0.94,47.2,1.11,-0.3,-664,0.5,44.1,31.6,1885,2.7,0.94,1.33
Iron Wolves,S12,PL,34,55.90%,0.9,1795,-30,08:19:00,15,16.7,6.3,6.5,35.3,50,2.71,57.7,0.71,38.2,1.03,-0.1,-526,0.53,45.2,32.1,2244,2.8,0.99,1.31
Istanbul Wildcats,S12,TR,24,83.30%,1.91,1895,234,07:36:00,19.1,10,8.6,3.9,54.2,50,3.13,72.8,1.13,56.3,1.17,0.1,838,0.88,69.4,31,2152,3,1.22,1.4
Istanbul Wildcats Academy,S12,TR,22,54.50%,0.96,1764,0,07:27:00,12.7,13.2,5.8,6.5,54.5,45.5,2.59,54.7,0.95,47.7,1.05,-0.2,-1081,0.68,44.7,31.4,1733,3.1,1.16,1.06
Isurus,S12,LAT,26,50.00%,0.89,1762,-3,08:37:00,12.5,14,5.8,5.8,61.5,61.5,2.54,58.2,0.96,48.1,0.77,0.2,237,0.62,47.3,32,1807,3.5,1.32,1.63
IZI Dream,S12,FR,26,76.90%,1.62,1846,175,08:21:00,17,10.4,7.5,4.3,69.2,42.3,3.5,73.5,0.38,21.2,1.69,0,355,0.96,76.7,31.6,2197,3.1,1.25,1.32
J Team,S12,PCS,35,62.90%,1.41,1854,165,07:48:00,14.8,10.5,7.2,4.7,62.9,57.1,2.71,62.4,1.09,54.3,0.97,0.3,1557,0.74,60.4,32.6,1922,3.1,1.47,1.5
JD Gaming,S12,CN,52,61.50%,1.1,1846,53,07:37:00,15.5,14.1,6.9,5.5,53.8,44.2,2.6,56.3,-,-,-,-,-,0.75,54.8,32.3,2073,-,-,-
JD|XL,S12,EUW,22,68.20%,1.47,1969,263,06:35:00,18.9,12.9,8,4.4,63.6,72.7,2.32,54,1.32,65.9,0.77,0.6,2127,0.82,67.5,33.3,2407,3,1.16,1.32
Joblife,S12,FR,18,50.00%,1.08,1816,72,10:52:00,15.5,14.3,7,6,66.7,83.3,2.56,47.5,1.44,75,0.5,0.6,1623,0.72,47.1,32.2,2020,3.4,1.37,1.48
KaBuM! Academy,S12,BR,18,33.30%,0.88,1741,-85,07:57:00,13.1,14.9,5.4,7,55.6,44.4,2,43.9,0.78,38.9,1.11,0,-717,0.5,33.3,31.3,1745,3.6,1.56,1.29
KaBuM! e-Sports,S12,BR,28,60.70%,1.09,1851,71,07:48:00,17.1,15.6,7.1,5.7,50,42.9,2.46,53.2,1.14,57.1,0.93,-0.3,-370,0.75,55.1,31.9,2152,3.5,1.55,1.57
Kanga Esports,S12,OCE,21,28.60%,0.68,1702,-176,06:23:00,10.8,15.9,4.1,7.5,28.6,38.1,1.67,36,0.9,47.6,0.71,-0.2,-871,0.33,28.9,32.1,1710,2.9,1.21,1.12
Karma Clan Esports,S12,PT,14,28.60%,0.61,1681,-170,07:55:00,11,18.1,4.7,7.8,57.1,42.9,1.93,39.1,1.14,60.7,0.71,0,-12,0.5,37.5,30.3,1733,3.3,1.37,1.21
Karmine Corp,S12,FR,53,67.90%,1.41,1883,203,08:32:00,16.8,11.9,7.9,4,50.9,67.9,2.77,60.7,1.08,55.7,0.81,0.5,1953,0.87,69,33.1,2156,3.2,1.25,1.47
KDF Challengers,S12,KR,39,48.70%,0.95,1798,-18,08:48:00,13.3,13.9,6.6,6.3,38.5,74.4,2.36,49.5,1,50,0.95,0.4,450,0.67,43.3,32.5,1947,3.2,1.47,1.53
KOI,S12,ES,25,52.00%,0.99,1817,40,08:16:00,13.9,14,6.7,5.8,32,52,2.16,47.8,1,50,0.96,0.1,156,0.72,61.4,32.5,1890,3.2,1.36,1.47
Komil & Friends,S12,PL,22,45.50%,0.99,1782,-41,08:30:00,16.2,16.4,6.4,6,63.6,45.5,2.82,55.2,1.36,72.7,1.36,0,183,0.68,45.5,31.1,2100,3,1.18,1.27
KRC Genk Esports,S12,BE,33,60.60%,1.01,1816,65,08:00:00,15.1,14.9,7,5.5,42.4,81.8,2.39,51.5,1.67,83.3,0.94,0.8,1191,0.7,51.6,31.4,2042,3,1.22,1.24
KT Challengers,S12,KR,45,55.60%,1.22,1808,55,08:08:00,13.3,10.9,6.3,5.4,57.8,51.1,2.51,55.4,1.11,55.6,0.73,0.1,871,0.62,55,33.2,1863,3.4,1.67,1.66
KT Rolster,S12,KR,43,44.20%,0.96,1783,-22,09:35:00,12,12.4,5.4,6.6,53.5,46.5,2.72,55.9,0.91,47.7,1.09,-0.1,-221,0.67,46.7,33.4,1806,3.7,1.53,1.79
KV Mechelen Esports,S12,BE,14,7.10%,0.44,1606,-343,07:24:00,8.4,19,2.9,9.2,42.9,21.4,1.29,28.4,0.5,25,0.57,-0.4,-2356,0.36,29.5,29.7,1634,3,1.1,1.13
Kwangdong Freecs,S12,KR,50,46.00%,1.12,1725,-37,10:39:00,11.8,10.5,6.2,6.2,44,56,2.46,50.5,0.86,44,0.84,-0.1,-374,0.5,47.5,32.1,1800,3.9,1.71,1.86
LDLC OL,S12,FR,42,76.20%,1.37,1887,173,09:19:00,16.6,12,8.2,4.8,54.8,50,2.45,51.8,0.95,48.8,0.81,0.1,563,1,70.2,32.7,2074,3.5,1.38,1.49
LGD Gaming,S12,CN,42,31.00%,0.74,1722,-190,06:48:00,12,16.2,4.3,7.3,45.2,40.5,1.79,39.4,-,-,-,-,0,0.48,35.9,31.4,1793,-,-,-
Liberty,S12,BR,26,57.70%,1.12,1781,28,09:07:00,14.6,13,7.5,5.7,30.8,65.4,2.42,54.2,1,50,0.69,0.7,729,0.69,50.7,30.6,1856,3.3,1.36,1.46
Liberty Academy,S12,BR,18,44.40%,0.89,1776,-17,08:17:00,14.8,16.7,6.1,6.4,33.3,50,2.39,54.2,1.06,52.8,1.06,0.1,-669,0.78,57.4,30.9,1968,3.6,1.67,1.5
Liiv SANDBOX,S12,KR,41,26.80%,0.57,1677,-229,07:46:00,8.6,15.1,4.1,8.4,41.5,24.4,2.02,42.9,0.71,39,1.02,-0.4,-1732,0.41,28.2,32.8,1617,3.2,1.24,1.55
Lille Esport,S12,FR,25,56.00%,1.05,1823,61,07:36:00,16.8,16,6.9,5.4,32,52,2.4,53.6,1.28,64,0.68,0.2,16,0.64,47.8,31.2,2163,2.7,0.99,1.23
LNG Esports,S12,CN,45,55.60%,1.08,1827,49,07:39:00,13.6,12.5,6.6,5.6,42.2,51.1,2.11,47,-,-,-,-,-,0.62,51.2,33,1938,-,-,-
LOUD,S12,BR,18,55.60%,0.98,1815,48,10:51:00,15.1,15.3,7.7,6,44.4,72.2,2.78,62.2,0.78,38.9,0.83,0.6,1350,0.78,54.6,31.7,2070,4,1.72,1.49
LOUD Academy,S12,BR,22,68.20%,1.19,1850,96,07:50:00,17,14.2,7.4,5.6,54.5,59.1,2.36,55.3,0.82,40.9,0.77,0.1,529,1,71.2,30.7,2116,3.2,1.36,1.37
LowLandLions,S12,BE,14,57.10%,0.95,1795,36,06:32:00,13.7,14.4,6.5,4.6,57.1,42.9,2.21,51,1.07,53.6,0.93,-0.1,-203,0.5,54.5,32.5,1957,2.6,1.17,1.34
LSB Challengers,S12,KR,36,38.90%,0.81,1780,-88,07:27:00,12.7,15.6,5.4,6.8,55.6,50,2.08,44.3,1.17,58.3,0.86,-0.2,-1144,0.61,43.9,32.3,1789,3.8,1.69,1.57
Luxury Esports,S12,VN,33,33.30%,0.75,1869,-71,06:10:00,16.5,21.9,5.2,7.1,45.5,42.4,2.06,51.2,0.82,40.9,0.7,0,-539,0.67,46.8,32.5,2226,3.2,1.28,1.4
Macko Esports,S12,IT,27,63.00%,1.05,1802,49,08:57:00,15.8,15,7.3,5.3,59.3,55.6,2.52,55.6,1.04,53.7,0.89,0.2,15,0.81,55.1,30.4,1960,3,1.18,1.32
MAD Lions,S12,EUW,18,44.40%,0.96,1794,-29,10:12:00,13.9,14.6,6.4,6.7,55.6,50,2.33,49.5,1.17,58.3,0.56,-0.2,318,0.72,37,32.8,1828,3.2,1.38,1.48
MAD Lions Madrid,S12,ES,18,27.80%,0.75,1741,-104,11:32:00,12.8,17.1,5.6,7.8,33.3,44.4,2.06,43.8,0.78,38.9,0.56,-0.2,-797,0.78,43.5,31.9,1871,3.5,1.52,1.49
MAMMOTH,S12,OCE,21,23.80%,0.6,1650,-338,04:53:00,11.3,18.9,3.2,8.4,47.6,14.3,1.29,27.6,0.48,23.8,0.62,-1.1,-3265,0.43,34.3,28.8,1731,2.5,0.74,1.07
Maryville Black,S12,NA,2,0.00%,0.27,1542,-582,02:37:00,7,25.5,1.5,10,-,-,1.5,37.5,0,0,1,-2,-7270,0,0,28.2,1842,2.4,1.01,0.94
Maryville University,S12,NA,3,33.30%,0.92,1743,-130,10:29:00,16,17.3,6,7.7,33.3,100,2,52.2,2,100,0,0,22,0.67,50,28.7,1883,3.4,1.18,1.12
mCon LG UltraGear,S12,BE,30,50.00%,1.21,1779,30,08:57:00,15.6,12.9,6.1,6.1,70,30,2.6,53.6,0.83,41.7,0.8,-0.4,-84,0.9,56,31.2,2122,3,1.01,1.26
Meta Falcon Team,S12,PCS,24,33.30%,0.74,1722,-184,05:48:00,12.4,16.8,4.2,7.5,37.5,20.8,2.13,48.3,0.96,47.9,1.04,-0.3,-1530,0.46,32.6,31.5,1719,2.8,1.19,1.45
Mirage Elyandra,S12,FR,18,33.30%,0.85,1731,-86,10:46:00,11.2,13.2,5.3,7.6,66.7,44.4,2.39,47.1,1.06,52.8,0.72,-0.1,-697,0.78,41.7,32.2,1660,3.1,1.17,1.43
Misfits Gaming,S12,EUW,25,52.00%,0.82,1819,-27,08:22:00,13.7,16.8,6.9,6.3,40,48,2.04,44,1.12,56,0.64,-0.2,-1077,0.92,53.6,32.3,1977,3.2,1.25,1.39
Misfits Premier,S12,FR,21,52.40%,0.99,1817,79,08:35:00,13.9,14,6.7,5.6,81,76.2,2.14,49.6,1.19,59.5,0.76,0.8,1735,0.71,55,32.2,2117,3.3,1.37,1.51
MnM Gaming,S12,EUW,18,22.20%,0.68,1703,-185,08:06:00,12.4,18.1,4.2,7.2,44.4,55.6,2.22,49.3,0.67,33.3,0.94,0.1,-757,0.39,23.5,30.5,1974,2.6,1.05,1.17
Mousesports,S12,DE,21,57.10%,1.14,1839,98,09:02:00,14.9,13,7.3,5.7,47.6,57.1,2.67,59.4,1,50,0.67,0.2,474,0.71,61.9,32.8,2100,3.1,1.19,1.38
Movistar Riders,S12,ES,22,45.50%,0.82,1755,-82,07:48:00,12.5,15.2,5.6,6.8,45.5,50,2.27,51.2,1,50,1,-0.2,-1039,0.55,50,31.8,1883,3.2,1.32,1.3
NASR eSports Turkey,S12,TR,23,56.50%,1.13,1837,79,09:34:00,15.2,13.4,6.8,5.6,60.9,52.2,2.61,54.4,0.96,47.8,0.74,0.2,306,0.74,56.8,33.1,1936,3.5,1.36,1.49
NASR eSports Turkey Academy,S12,TR,19,52.60%,1.08,1751,11,07:55:00,12.3,11.4,6.2,6.3,63.2,42.1,1.89,40.4,1.16,57.9,0.47,-0.1,-217,0.68,51.8,30.6,1626,3,1.2,1.39
Netshoes Miners,S12,BR,21,47.60%,0.9,1774,-48,10:10:00,15.2,16.8,6,7.2,61.9,42.9,2.19,46.7,1.05,52.4,0.71,0,-334,0.86,53.3,31.1,2137,3.3,1.56,1.44
Nexus KTRL,S12,RS,14,35.70%,0.92,1720,-84,08:55:00,14.1,15.3,5,7.3,42.9,35.7,2.36,46.1,0.64,35.7,0.93,-0.3,-274,0.5,35.9,30.7,1816,2.8,0.79,0.98
NM Academy,S12,BR,21,61.90%,1.34,1781,46,09:01:00,17.3,12.9,6.5,5.6,57.1,52.4,2.52,53.5,1.1,54.8,0.9,0.1,185,0.76,54.8,29.8,2037,3.2,1.49,1.51
No Team,S12,NA,5,20.00%,0.56,1758,-358,04:32:00,14.2,25.2,3.8,8.4,40,40,2.2,56,1.4,70,0.8,-0.2,-2299,0.4,20,30.3,2183,2.3,0.63,1.1
Nongshim RedForce,S12,KR,45,35.60%,0.79,1730,-103,10:55:00,10.4,13.2,5.5,7.3,55.6,48.9,2.09,41.7,0.84,42.2,0.69,0.1,11,0.53,36.7,33,1703,3.6,1.65,1.57
NS Challengers,S12,KR,48,45.80%,1.01,1795,-24,08:21:00,13.7,13.6,5.4,6.4,52.1,33.3,2.29,48.5,0.98,50,0.73,-0.1,-358,0.54,43.6,32.9,1922,3.4,1.51,1.49
NYYRIKKI,S12,EUW,18,27.80%,0.64,1715,-214,06:32:00,11.6,18,3.8,7.8,50,16.7,1.78,42.2,0.22,11.1,0.94,-1.1,-1684,0.56,35.3,31.5,1888,3.3,1.09,1.16
Odivelas Sports Club,S12,PT,14,28.60%,0.75,1703,-161,09:45:00,14.1,18.9,4.4,8.2,50,21.4,1.43,28,0.5,28.6,0.29,-0.5,-1726,0.5,30.4,29.3,1926,2.8,1.04,1.18
OFFSET Esports,S12,PT,16,43.80%,0.78,1776,-50,08:09:00,13.9,17.6,5.9,6.9,50,68.8,2.5,50.7,1.19,62.5,1.13,0.3,541,0.63,43.3,31.7,2042,3,1.14,1.16
Olympiacos Alimou,S12,GR,14,35.70%,0.82,1776,-60,07:34:00,15.2,18.5,5.6,6.2,57.1,42.9,2.5,55.1,0.93,46.4,1,0.1,177,0.57,40.5,31,2093,2.8,1.19,1.21
OMG,S12,CN,41,48.80%,0.85,1786,-43,06:26:00,12.7,14.8,5.5,6.1,48.8,36.6,2.1,49.6,-,-,-,-,0,0.73,56.8,31.5,1926,-,-,-
One Breath Gaming,S12,CIS,4,100.00%,1.76,1918,289,08:58:00,15,8.5,9.8,3.8,50,50,3.25,64.3,1.25,62.5,1,0.5,3159,1.5,100,32,1888,3.2,1.56,1.51
ORDER,S12,OCE,35,65.70%,1.34,1882,149,06:15:00,16.3,12.1,7.1,4.7,51.4,48.6,2.71,60.6,0.94,48.6,1.14,-0.1,565,0.71,63.5,33.2,1975,3.1,1.11,1.3
paiN Academy,S12,BR,30,63.30%,1.17,1839,104,07:51:00,16.1,13.8,7.3,5.1,53.3,73.3,2.03,47.9,1.1,56.7,0.73,0.4,803,0.7,60.3,31.3,2051,3.4,1.42,1.56
paiN Gaming,S12,BR,31,58.10%,1.23,1852,106,08:35:00,15.5,12.7,7.3,5.7,64.5,64.5,2.29,48.6,1,50,1.03,0.2,1071,0.81,58.3,32.7,2012,3.6,1.57,1.61
PCS Taran,S12,FR,25,56.00%,1.11,1815,56,08:33:00,16.6,14.9,6.5,5.6,60,84,2.8,59.1,1.24,64,1.12,0.4,799,0.96,66,30.8,2014,3,1.2,1.14
PEACE,S12,OCE,27,55.60%,1.15,1811,51,06:41:00,14.6,12.7,6.3,5.5,55.6,66.7,2.41,52.2,1,50,0.74,0.4,1174,0.56,38.5,31.3,1949,3,1.22,1.33
PENTA 1860,S12,DE,18,38.90%,0.86,1827,-30,08:50:00,14.8,17.1,5.7,7,44.4,66.7,1.94,40.2,0.83,41.7,0.78,0,384,0.44,37.3,33.2,2118,3.3,1.33,1.6
Pentanet.GG,S12,OCE,32,62.50%,1.2,1907,164,06:20:00,17.3,14.3,7.3,4.8,62.5,78.1,2.69,61.3,1.41,70.3,1.31,0.8,1452,0.75,64.9,31.9,2274,3.2,1.23,1.35
PSG Talon,S12,PCS,35,74.30%,1.75,1877,229,07:36:00,14.3,8.1,7.6,3.8,51.4,71.4,2.74,61.7,1.2,60,0.94,0.6,1493,0.89,71.1,33.8,1870,3.6,1.51,1.7
Rainbow7,S12,LAT,27,66.70%,1.39,1811,120,08:56:00,15.5,11.1,7.3,4.6,59.3,44.4,2.07,46.5,1.3,64.8,0.85,0,1176,0.85,67.3,31.5,1889,3.2,1.28,1.5
Rare Atom,S12,CN,42,50.00%,0.85,1814,-6,07:48:00,11.5,13.5,6.3,6.4,50,33.3,2.48,52.6,-,-,-,-,-,0.62,42.7,34.5,1893,-,-,-
Rascal Jester,S12,JP,33,72.70%,1.51,1835,164,08:47:00,14.6,9.7,8.1,4.1,63.6,69.7,2.79,57.5,1.21,60.6,1,0.2,796,0.94,72,31.6,1857,3.2,1.28,1.73
RED Academy,S12,BR,18,33.30%,0.74,1744,-128,09:41:00,14.2,19.1,5.7,7.3,50,50,1.94,42.4,1,50,0.39,-0.3,-561,0.67,38.9,30.7,2057,3.2,1.37,1.36
RED Canids,S12,BR,39,59.00%,1.16,1821,50,08:46:00,16.2,14,7,6.3,53.8,43.6,2.51,54.9,1.13,57.7,0.69,0,-131,0.67,56.9,31.5,1919,3.4,1.51,1.34
Rensga Academy,S12,BR,18,5.60%,0.46,1613,-357,05:11:00,8.1,17.4,2.8,9,33.3,22.2,1.17,34.4,0.67,33.3,0.39,-0.9,-1941,0.11,9.4,31,1454,3.4,1.45,1.24
Rensga eSports,S12,BR,18,33.30%,0.81,1748,-107,08:35:00,14,17.3,4.9,7.6,44.4,55.6,1.89,39.7,1.17,58.3,0.61,-0.2,-684,0.44,33.3,31.3,1978,3.4,1.53,1.43
Riddle Esports,S12,EUW,25,48.00%,0.9,1731,-80,10:25:00,14.1,15.6,5.4,6.8,48,28,2.4,46.7,0.92,46,0.84,-0.4,-726,0.68,36.8,31.6,2096,3.2,1.14,1.29
Rogue,S12,EUW,30,66.70%,1.44,1902,174,06:54:00,15.6,10.8,7.4,4.8,63.3,66.7,1.97,53.3,1.07,53.3,0.67,0.3,1542,0.97,70.2,32.5,2126,3.2,1.15,1.41
Royal Never Give Up,S12,CN,53,64.20%,1.24,1866,113,08:25:00,15.4,12.4,7.2,5.2,54.7,56.6,2.47,55.3,-,-,-,-,-,0.87,63.1,32.7,1910,-,-,-
Saigon Buffalo,S12,VN,45,55.60%,1.19,1934,84,05:02:00,18.7,15.7,6.8,5.4,64.4,60,2.36,59.6,1.22,61.1,0.87,0.1,464,0.73,61.4,32.6,2231,3.3,1.35,1.56
Samsung Morning Stars,S12,IT,14,0.00%,0.46,1644,-345,09:21:00,10.4,22.6,2.9,9.9,42.9,28.6,1.14,22.9,0.79,39.3,0.57,-0.4,-1941,0.29,14.3,30.1,1935,3.2,1.25,1.06
SBTC Esports,S12,VN,34,41.20%,0.95,1831,-59,05:23:00,16.1,16.9,5.6,6.4,58.8,52.9,1.74,43.8,0.94,47.1,0.79,-0.1,134,0.53,40,32.2,2030,3.2,1.44,1.35
Sector One,S12,BE,14,35.70%,0.8,1708,-101,11:30:00,13.7,17.1,5.5,6.9,57.1,50,2,38.8,1.14,60.7,0.5,0.2,957,0.64,33.3,29.9,1970,3.2,1.16,1.43
SEM9,S12,PCS,18,0.00%,0.34,1553,-561,02:51:00,7.7,22.4,1.4,9.8,33.3,22.2,0.72,18.3,0.33,16.7,0.44,-1,-4233,0.11,9.4,29,1461,2.8,1.24,1.09
Sengoku Gaming,S12,JP,34,61.80%,1.21,1810,97,09:08:00,13.4,11,6.6,5.3,47.1,35.3,2.74,59.8,0.94,48.5,1.18,0,202,0.76,65.6,33,1892,3.4,1.3,1.67
SINNERS Esports,S12,CZ,18,38.90%,0.88,1726,-43,09:41:00,14.9,16.8,5.7,6.8,50,38.9,2.44,49.2,1.11,58.3,0.83,-0.1,-636,0.5,41.1,30.2,2268,2.7,1.09,1.33
SK Gaming,S12,EUW,18,38.90%,0.89,1718,-154,09:36:00,11.7,13.1,4.5,7.9,44.4,27.8,2.28,46.5,1,50,0.83,-0.4,-1615,0.5,33.3,32.5,1756,3.4,1.33,1.35
SK Gaming Prime,S12,DE,18,44.40%,0.98,1803,-14,10:02:00,16.1,16.3,6.1,6.6,61.1,50,2.39,46.3,1.28,63.9,0.67,-0.1,862,0.72,39.8,31.9,2152,3.1,1.19,1.21
SoftBank Hawks Gaming,S12,JP,25,32.00%,0.88,1722,-70,09:33:00,10.2,11.6,5.5,7.3,56,52,2.16,44.2,1,52,0.6,0,380,0.52,36,32.7,1595,3.4,1.52,1.6
Solary,S12,FR,18,44.40%,1.17,1765,-50,09:27:00,13.7,11.7,5.3,6.9,50,50,2.06,41.1,1.39,69.4,1,-0.2,-307,0.83,56.5,31.9,1803,3.4,1.22,1.42
SOVEJA,S12,RS,14,14.30%,0.59,1675,-259,05:23:00,11.9,20.1,3.1,8.7,42.9,21.4,1.5,38.5,0.36,17.9,0.71,-0.6,-1800,0.14,18.2,30.1,1851,2.4,0.8,1.01
Split Raiders,S12,RS,18,44.40%,0.91,1781,-52,06:25:00,14.6,16.1,5.2,6.5,55.6,44.4,2.39,53.4,0.78,41.7,1,-0.1,-101,0.56,47.1,31.4,1940,2.6,0.98,1.13
SuperMassive Blaze,S12,TR,18,44.40%,0.92,1781,-53,07:35:00,13.3,14.4,6.4,6.5,55.6,72.2,2,44.4,1.28,63.9,0.72,0.1,-268,0.56,44.1,31.2,1783,3.1,1.32,1.33
SuperMassive Blaze Academy,S12,TR,28,57.10%,1.38,1841,144,09:42:00,16.9,12.3,7.4,5.4,53.6,60.7,2.71,55,1.14,58.9,0.93,0.1,1182,0.93,55.4,31.5,1964,2.9,1.25,1.39
T1,S12,KR,50,84.00%,1.57,1939,273,09:03:00,16.1,10.3,8.7,3.7,62,84,2.5,57.5,1.46,74,0.66,0.7,2140,1,75.4,33.5,2134,3.7,1.41,1.62
T1 Challengers,S12,KR,36,58.30%,1.03,1865,91,07:28:00,14,13.6,6.6,5,47.2,55.6,2.25,51.8,1.28,63.9,0.92,0.1,1048,0.69,56.9,33.6,2136,3.4,1.46,1.68
Taco Gaming,S12,NA,7,28.60%,0.8,1739,-146,07:29:00,15.9,19.9,4.9,7,42.9,42.9,2.71,60.7,1,50,1.57,-0.1,-1529,0.71,47.2,28.3,2091,2.5,0.89,0.93
Team 7AM,S12,BE,14,28.60%,0.83,1739,-127,08:04:00,14.9,17.9,4.4,7.6,35.7,42.9,2.43,51.3,0.64,32.1,1.21,-0.3,-361,0.43,37.2,30.5,2035,3,1.12,1.02
Team Aurora,S12,TR,27,48.10%,0.89,1782,-8,08:02:00,12.5,14,6.3,5.9,44.4,48.1,2.52,52.3,0.74,37,0.89,0,-528,0.89,56.2,32,1760,3.4,1.38,1.52
Team AURORA Academy,S12,TR,18,16.70%,0.56,1647,-261,06:59:00,8.6,15.2,3.6,8.8,22.2,27.8,1.61,35.9,0.78,38.9,0.94,-0.3,-1863,0.5,25,31.5,1541,2.7,1.08,1.16
Team Aze,S12,LAT,26,73.10%,1.23,1822,114,10:08:00,14.2,11.6,7.1,4.7,50,61.5,3.04,61.1,0.92,48,1.15,0,425,0.77,65.6,33.6,1937,3.3,1.4,1.62
Team BDS,S12,EUW,18,22.20%,0.72,1713,-180,09:57:00,11.7,16.1,4.2,8.4,61.1,44.4,2.17,45.4,0.83,41.7,0.83,-0.2,-485,0.44,29.6,32.1,1775,3.4,1.44,1.35
Team BDS Academy,S12,FR,42,59.50%,1.03,1813,55,10:08:00,14,13.7,7.1,6,47.6,66.7,3.48,72.4,0.88,46.4,1.36,0.2,396,0.88,64.3,32.7,2014,3.7,1.5,1.74
Team Echo Zulu,S12,BE,22,59.10%,1.17,1781,41,10:09:00,15.4,13.1,7.2,6,45.5,36.4,2.36,45.5,0.68,34.1,0.86,-0.3,-473,0.77,55.3,31.2,2045,2.8,1.01,1.05
Team ESCA Gaming,S12,PL,39,56.40%,1.05,1827,36,06:48:00,15.4,14.8,6.3,5.9,46.2,51.3,2.31,51.2,0.92,46.2,1.03,0.1,9,0.69,51.8,31.5,2016,2.8,0.9,1.18
Team Flash,S12,VN,35,28.60%,0.74,1740,-229,04:12:00,13.3,17.9,3.8,7.7,31.4,22.9,1.43,34.5,0.69,34.3,0.54,-0.9,-2462,0.34,27.9,31.3,1986,3,1.22,1.32
Team Heretics,S12,ES,18,44.40%,0.97,1732,-38,09:02:00,13.3,13.6,5.6,6.3,50,50,2.44,52.3,1.28,63.9,0.56,-0.1,610,0.61,38.9,30.6,1860,3.2,1.26,1.35
Team Liquid,S12,NA,44,68.20%,1.34,1876,156,08:32:00,13.9,10.3,7.5,4.7,72.7,68.2,2.82,63.6,0.89,44.3,0.91,0.3,1001,0.77,62.8,34.1,1986,3.1,1.27,1.6
Team Liquid Academy,S12,NA,52,63.50%,1.12,1857,106,08:13:00,15.2,13.4,7.3,5.2,46.2,61.5,2.65,58.4,1.19,62.5,0.98,0.2,732,0.98,63.4,32.9,2129,3,1.16,1.28
Team MCES,S12,FR,35,62.90%,1.03,1788,12,09:51:00,16.3,15.9,6.5,5.5,51.4,45.7,2.4,46.9,0.91,47.1,0.6,-0.3,-513,0.86,51,30.8,2175,3.1,1.13,1.26
Team Oplon,S12,FR,18,11.10%,0.6,1631,-298,08:25:00,10.2,17,2.6,9.3,55.6,16.7,1.5,33.8,0.72,36.1,0.83,-0.6,-1864,0.22,14.6,31.1,1651,3.2,1.48,1.31
Team Phantasma,S12,GR,31,54.80%,1.14,1815,28,06:28:00,17.4,15.2,6.4,5.5,67.7,77.4,2.19,49.5,1.58,79,0.9,1,1477,0.77,57.1,29.9,2110,2.7,1.1,1.17
Team Refuse,S12,GR,14,21.40%,0.71,1678,-190,07:04:00,12.1,17.2,3.4,8,42.9,42.9,2.14,46.5,0.71,35.7,1.14,-0.5,-1976,0.14,16.7,30.2,1978,2.8,0.88,1.12
Team Secret,S12,VN,38,60.50%,1.12,1911,77,05:33:00,17.2,15.3,6.6,4.9,50,50,2.29,54.5,0.82,40.8,1,-0.1,313,0.63,50.5,33.3,2271,3.2,1.37,1.5
Team Singularity,S12,EUW,18,11.10%,0.48,1616,-398,05:51:00,9.8,20.3,2.8,9,38.9,16.7,1.56,34.3,0.61,30.6,0.78,-0.8,-2812,0.33,16.7,29.4,1895,2.8,0.97,1.06
Team Spirit,S12,CIS,4,100.00%,2.36,1998,452,01:39:00,13,5.5,9.5,1.5,75,100,2.75,86.7,1.75,87.5,1.5,1.8,4081,0.5,100,35.9,1563,3.2,1.38,1.17
Team Vitality,S12,EUW,26,46.20%,0.95,1825,26,09:23:00,13.3,13.9,6.6,6.6,38.5,42.3,2,44.9,0.92,46.2,0.92,-0.1,265,0.54,47.1,33.8,1984,3.2,1.18,1.48
Team WE,S12,CN,40,35.00%,0.83,1719,-131,06:32:00,11.3,13.6,4.8,7.3,45,27.5,1.85,42.6,-,-,-,-,0,0.55,39,31.2,1738,-,-,-
