"Name","Season","Region","Games","Win.rate","K.D","GPM","GDM","Game.duration","Kills...game","Deaths...game","Towers.killed","Towers.lost","FB.","FT.","DRAPG","DRA.","HERPG","HER.","DRA.15","TD.15","GD.15","NASHPG","NASH.","CSM","DPM","WPM","VWPM","WCPM","Region_ID"
"Edward Gaming",9,"CN",83,56.6,1.17,1830,72,525,13,11.1,6.4,5.4,26.5,24.1,2.49,59.1,0,0,0,0,0,0.63,49.6,32.5,1835,3.5,1.35,1.66,5
"Electronik Generation",9,"PT",35,68.6,1.27,1825,133,510,15.4,12.1,7.5,4.4,51.4,54.3,2.43,62.9,0.71,71.4,0.86,0.1,525,0.89,67.2,31.1,1852,3.1,1.3,1.04,27
"Elements Pro Gaming",9,"CIS",39,66.7,1.34,1830,141,409,14.7,10.9,6.3,4.1,53.8,48.7,2,55,0.59,59,0.85,0.2,678,0.64,61.8,31.8,1973,3.1,1.23,1.33,4
"Enclave Gaming",9,"UK",11,36.4,0.82,1726,-110,531,10.8,13.3,5.4,7.2,81.8,54.5,1.82,42,0.64,63.6,0.64,0,532,0.64,40.9,31.8,1692,2.8,1.12,1.27,34
"eNsure",9,"EUW",6,0,0.36,1567,-543,192,6.8,19.2,1,9.8,0,0,0.5,26.4,0.17,16.7,0.33,-2.3,-5081,0.17,20,30.2,1474,2.8,1.09,1.07,11
"ES Sharks",9,"KR",11,36.4,0.83,1757,-57,752,10.5,12.5,5.2,7.2,45.5,27.3,2.27,44,0.55,54.5,0.45,-0.2,-1023,0.45,36.7,34,1782,3.4,1.22,1.66,17
"Esports Academy",9,"PL",15,20,0.76,1666,-267,547,12.4,16.4,3.1,9,40,40,2.07,43.9,0.4,40,0.8,-0.6,-1353,0.47,24.4,29.3,1668,2.9,1.07,1.12,26
"eSuba",9,"CZ",49,75.5,1.35,1915,233,375,15.8,11.7,8,3.1,71.4,79.6,2.78,72.2,0.8,79.6,1.2,1,2074,0.82,71,32.7,1978,3.1,1.21,1.23,6
"EVOS Esports",9,"VN",77,53.2,1.01,1841,9,525,13.6,13.4,6.1,6.2,48.1,33.8,2.14,49.7,0.42,42.7,0.79,-0.3,-27,0.75,56,33.5,1757,3.5,1.34,1.41,35
"Excel eSports",9,"EUW",36,25,0.71,1703,-195,526,10,14.1,4.5,7.5,38.9,50,1.72,43.3,0.67,66.7,0.67,-0.4,-1048,0.61,37.7,31.4,1565,3.5,1.39,1.32,11
"Excel UK",9,"UK",27,66.7,1.26,1849,145,567,13.9,11,7.7,4.6,40.7,66.7,2.26,50,0.33,33.3,0.81,0.6,864,0.78,66,32.2,1958,3.3,1.24,1.38,34
"eXtatus",9,"CZ",27,33.3,0.73,1676,-211,424,10.6,14.5,3.6,7.9,29.6,22.2,1.59,36.4,0.3,29.6,0.63,-1,-1919,0.52,32,30.8,1700,2.8,0.96,1.02,6
"FALKN",9,"EUW",6,16.7,0.62,1674,-295,361,11.8,19,2.7,8.5,66.7,16.7,1.33,36.1,0.33,33.3,0.67,-1,-2950,0.5,25,30.3,1588,2.9,1.24,1.03,11
"FC Schalke 04",9,"EUW",51,51,1.16,1809,-7,527,13.4,11.5,5.9,6.1,43.1,49,1.94,47.7,0.45,46,0.75,-0.3,-436,0.82,55.1,32.8,1794,3.5,1.26,1.45,11
"Flamengo eSports",9,"BR",63,76.2,1.28,1883,171,506,14.2,11,8.2,3.9,65.1,63.5,2.78,67.2,0.67,66.7,1.13,0.4,1286,0.98,75.8,33,1859,3.6,1.26,1.4,2
"Flash Wolves",9,"TW",89,48.3,1.08,1794,-2,579,12.3,11.4,5.6,6,46.1,49.4,1.9,44.3,0.54,54.5,0.75,0,54,0.71,51.3,33.2,1691,3.7,1.36,1.54,33
"FlyQuest",9,"N/A",49,38.8,0.89,1739,-70,645,9.4,10.5,5,7.1,59.2,30.6,2.04,43,0.29,29.2,0.9,-0.3,-353,0.61,43.8,33.6,1531,3.3,1.23,1.41,22
"FlyQuest Academy",9,"N/A",36,36.1,0.78,1705,-151,456,11.2,14.3,4.6,7.3,38.9,27.8,1.75,37.8,0.28,27.8,0.53,-0.9,-1638,0.58,37.7,30.9,1866,3.2,1.36,1.23,22
"Fnatic",9,"EUW",78,65.4,1.15,1899,119,470,15,13,7.3,5.1,59,52.6,2.26,58.6,0.4,40.3,0.74,0.1,492,0.91,63.7,32.3,1926,3.3,1.28,1.42,11
"Fnatic Rising",9,"UK",36,66.7,1.55,1856,150,544,16,10.3,7.4,4.8,61.1,69.4,2.97,66.5,0.75,75,1.31,0.6,1827,1.03,67.6,31.8,1872,3.6,1.42,1.38,34
"For The Win eSports Club",9,"PT",40,82.5,1.99,1927,354,370,15.9,8,8.4,2.4,67.5,75,2.38,74.9,0.55,55,0.78,1.1,3201,0.93,83.8,32.3,2060,2.7,1.06,1.22,27
"FTV Esports",9,"VN",68,33.8,0.77,1774,-146,434,12.8,16.5,4.5,7.8,42.6,41.2,1.5,35.8,0.53,52.9,0.68,-0.6,-1137,0.54,35.7,32,1789,3.7,1.43,1.49,35
"Funplus Phoenix",9,"CN",110,77.3,1.59,1938,226,431,16.3,10.3,7.8,3.7,43.6,42.7,2.67,67.9,0.14,68.2,1.32,0.7,1530,0.97,75.3,33.2,1865,3.6,1.27,1.53,5
"Furious Gaming",9,"LAT",47,38.3,0.99,1758,-22,720,10.7,10.8,5.3,6.8,59.6,36.2,2.09,44.2,0.53,54.3,0.83,0,369,0.68,48.7,32.4,1731,3.7,1.39,1.48,20
"G-Rex",9,"TW",75,45.3,0.87,1737,-71,586,11,12.6,5.7,6,46.7,54.7,1.97,43.2,0.48,49.3,0.72,-0.1,-707,0.68,47.4,32,1645,3.6,1.41,1.48,33
"G2 Esports",9,"EUW",92,69.6,1.28,1919,171,367,16.7,13,7.3,4.5,56.5,52.2,1.83,56.5,0.54,55.6,0.64,0.5,1250,0.57,55.5,32.6,2018,3.7,1.23,1.51,11
"G2 Heretics",9,"ES",50,56,1.22,1824,77,571,14.2,11.6,7,5,60,64,2.4,56.3,0.46,46,1.06,0.3,1105,0.76,57.8,32.4,1859,3.3,1.44,1.29,9
"Galakticos",9,"TR",36,19.4,0.59,1670,-208,482,8.8,14.8,4.3,8.1,41.7,44.4,1.61,36.6,0.5,52.9,0.78,0.1,-570,0.31,24.7,30.9,1512,3.4,1.35,1.27,32
"Galatasaray Esports",9,"TR",49,53.1,1.04,1785,9,570,14.6,14,6.5,5.9,46.9,51,2.31,52.3,0.51,51,0.78,-0.2,115,0.82,52.3,30.5,2014,3.2,1.17,1.3,32
"GAM Esports",9,"VN",79,57,1.21,1866,65,467,16.1,13.3,6.5,5.1,48.1,53.2,1.94,48.6,0.57,58.4,0.72,0.3,541,0.62,49.5,33,1920,3.4,1.26,1.38,35
"Gambit Esports",9,"CIS",38,71.1,1.33,1860,173,509,16.1,12,7.7,3.9,55.3,63.2,2.63,64.1,0.47,48.6,1,0.5,1548,0.89,63.6,31.1,2062,3.3,1.18,1.41,4
"Gamers Origin",9,"FR",39,53.8,1.07,1873,73,462,15.9,14.8,6.4,5.7,61.5,64.1,2.05,50,0.54,53.8,0.92,0.4,937,0.85,57.7,32.4,2053,3.1,1.25,1.34,12
"GC Busan Rising Star",9,"KR",2,0,0.15,1593,-371,234,2.5,17,2,11,0,50,2,66.7,0.5,50,1.5,0.5,1216,0,0,31.3,1335,3.4,1.24,1.11,17
"GeekCase eSports",9,"PT",21,33.3,0.81,1695,-163,461,13.8,17.1,4.4,7.3,42.9,19,1.52,37.3,0.38,38.1,0.43,-1,-1900,0.48,35.1,29.2,1826,2.9,1.06,1.05,27
"Gen.G eSports",9,"KR",97,46.4,0.96,1765,-34,626,9,9.3,5.2,6.5,53.6,29.9,1.94,43.7,0.29,29.5,0.56,-0.3,-322,0.63,48.2,33.9,1548,3.9,1.44,1.83,17
"Godsent",9,"EUW",3,0,0.51,1554,-433,169,9.7,19,2.3,8.7,66.7,0,0.33,11.1,0.33,33.3,0,-2.3,-4003,0,0,27.7,1422,2.6,1.13,1.03,11
"Golden Guardians",9,"N/A",43,44.2,0.88,1763,-31,633,10.8,12.2,5.9,6.8,51.2,53.5,2.72,56.4,0.56,55.8,0.98,-0.2,-34,0.7,47,33,1878,3.5,1.32,1.54,22
"Golden Guardians Academy",9,"N/A",44,56.8,1.13,1825,99,610,13.9,12.3,7.3,5.1,65.9,61.4,2.66,56.7,0.66,65.9,1,0.7,1847,0.8,55.3,31.6,1964,3.4,1.37,1.31,22
"Gravitas",9,"OCE",42,40.5,0.89,1764,-74,419,11.2,12.6,5.1,6.7,54.8,33.3,1.52,39.7,0.48,47.6,0.52,-0.2,-456,0.62,42.9,32.5,1687,3.2,1.24,1.27,24
"Griffin",9,"KR",110,70.9,1.79,1913,206,533,12.6,7.1,7.3,3.7,67.3,69.1,2.46,60.3,0.55,55,0.79,0.4,1630,0.72,67.2,36.4,1727,3.8,1.39,1.8,17
"Grow Up eSports",9,"PT",33,18.2,0.6,1587,-320,469,10.8,18,3.2,8.5,45.5,36.4,1.18,26.2,0.36,36.4,0.58,-0.6,-1936,0.33,20.6,28.3,1695,2.6,1.04,0.89,27
"Hanwha Life eSports",9,"KR",93,45.2,0.93,1736,-61,563,9.7,10.5,5.2,6.3,48.4,49.5,1.88,42,0.53,53.3,0.71,-0.1,-268,0.65,46.3,32.9,1559,3.9,1.53,1.78,17
"Hexagone eSports",9,"PT",34,52.9,1.13,1760,2,526,13.6,12.1,5.5,6.1,47.1,58.8,1.82,45.4,0.32,32.4,0.59,0.2,84,0.62,48.4,30.2,1828,2.8,0.94,1.01,27
"HG Esports",9,"IT",14,14.3,0.59,1587,-365,424,9.9,16.9,2.1,9.4,50,21.4,1.14,27.4,0.14,14.3,0.5,-1.4,-2646,0.21,14.3,28.4,1585,2.5,0.9,1.12,14
"Hong Kong Attitude",9,"TW",91,54.9,1.07,1841,78,556,11.9,11.1,6.5,5.8,51.6,56,2.48,55.3,0.41,40.7,0.92,0,314,0.84,58.7,33.5,1737,3.4,1.19,1.48,33
"iDomina eSports",9,"IT",17,35.3,0.7,1743,-167,563,14.3,20.5,5.1,7.3,41.2,52.9,2.12,46.8,0.35,37.5,0.76,0.1,-705,0.71,28.1,30.5,2139,3,0.93,1.11,14
"Illuminar Gaming",10,"PL",84,59.5,1.2,1850,125,491,14.6,12.2,6.9,5.1,60.7,61.9,2.18,56.9,0.64,64.3,0.93,0.2,815,0.79,61.4,32.6,2020,3.2,1.23,1.24,26
"Inaequalis",9,"CZ",11,36.4,0.71,1662,-177,521,10.5,14.5,5,7.6,27.3,18.2,1.91,41.2,0.18,18.2,1,-0.8,-1796,0.73,36.7,29.5,1583,2.6,1.07,1.07,6
"Indictive Esports",9,"PL",15,26.7,0.73,1675,-208,650,11.6,16,4.1,7.7,66.7,33.3,1.27,31,0.2,20,0.4,-0.2,-400,0.4,22.2,30.8,1785,3,1.07,1.19,26
"Infinity eSports",9,"LAT",53,60.4,1.21,1801,48,565,12.8,10.5,6.5,5.3,49.1,56.6,2.09,53.2,0.55,54.7,0.7,0.4,380,0.79,58.8,32.1,1832,3.4,1.31,1.46,20
"Inside Games",9,"CZ",11,18.2,0.67,1665,-228,475,10.6,15.9,3.6,8.8,36.4,27.3,1.18,33.9,0.09,9.1,0.45,-0.8,-2286,0.45,22.7,30.8,1755,2.9,1.08,1.04,6
"Insurgent",9,"SEA",15,6.7,0.37,1584,-578,79,8.4,22.9,1.3,9.9,20,6.7,0.33,11.7,0.13,13.3,0.27,-2.5,-6107,0.13,9.1,28.7,1655,2.5,0.92,0.82,30
"INTZ eSports",9,"BR",67,53.7,1.19,1804,30,559,12.4,10.4,6.4,6.1,50.7,56.7,1.7,41.4,0.49,50,0.76,0.1,259,0.75,49.2,32.4,1725,3.5,1.39,1.42,2
"Invictus Gaming",9,"CN",127,62.2,1.07,1896,99,408,16.6,15.4,6.6,5.2,19.7,35.4,1.84,48,0.06,22.6,0.66,0.2,636,0.79,61.6,32.5,2194,3.1,1.26,1.41,5
"Istanbul Wild Cats",9,"TR",36,36.1,0.84,1713,-133,519,12.1,14.5,4.4,7.3,50,25,1.78,42.3,0.22,22.2,0.81,-0.6,-1144,0.86,44.1,31.1,1566,3.2,1.13,1.27,32
"Isurus Gaming",9,"LAT",76,65.8,1.33,1862,141,550,13.7,10.3,6.9,5,53.9,55.3,2.25,55.9,0.43,44,0.84,-0.1,484,0.74,61,33.4,1821,2.9,1.08,1.4,20
"J Team",9,"TW",78,65.4,1.24,1835,124,603,12.3,9.9,7.4,4.2,52.6,59,2.59,58.6,0.6,60.3,0.85,0.2,730,0.92,64.1,33.4,1903,3.8,1.38,1.58,33
"JD Gaming",9,"CN",101,49.5,0.9,1804,-34,489,12.6,13.9,5.9,6.2,24.8,27.7,1.91,46.7,0.03,75,0.5,0,-1236,0.74,50.1,32.2,1841,3.4,1.28,1.43,5
"Jin Air Green Wings",9,"KR",96,15.6,0.61,1648,-261,623,7.8,12.6,3,8.5,43.8,41.7,1.36,28.6,0.45,44.8,0.55,-0.3,-1180,0.32,23.7,32.4,1491,4.1,1.65,1.67,17
"K1CK eSports Club",9,"PT",35,68.6,1.41,1871,210,451,15.3,10.8,7.9,3.9,65.7,74.3,2.34,60.2,0.57,57.1,0.83,0.7,1773,0.94,65.7,31.9,1884,2.8,0.99,1.05,27
"KaBuM! e-Sports",9,"BR",46,56.5,1.07,1845,90,501,13.5,12.6,7,5.2,47.8,56.5,2.48,58.5,0.46,45.7,0.85,0.2,576,0.72,52.6,33.3,1981,3.4,1.43,1.41,2
"Kaos Latin Gamers",9,"LAT",42,26.2,0.84,1718,-123,649,10.4,12.5,4.6,8.3,61.9,33.3,1.95,41.2,0.52,52.4,0.83,-0.4,-927,0.52,29.5,31.8,1650,3.3,1.37,1.33,20
"Kingzone DragonX",9,"KR",109,58.7,1.15,1832,66,562,12.1,10.5,6.4,5.3,53.2,58.7,2.28,53.6,0.56,57,0.79,0.1,144,0.72,56.3,33.7,1762,4.2,1.61,1.81,17
"KT Rolster",9,"KR",97,38.1,0.86,1745,-81,631,10.4,12.1,5.4,6.6,49.5,39.2,1.89,41.6,0.45,45.8,0.62,-0.1,-328,0.6,43.3,33.1,1591,3.7,1.38,1.7,17
"Legacy eSports",9,"OCE",42,14.3,0.52,1636,-306,396,8.7,16.6,2.7,8.6,31,28.6,0.81,20.9,0.31,31,0.36,-1,-2199,0.29,20.8,30,1491,3.1,1.44,1.1,24
"LGD Gaming",9,"CN",75,36,0.79,1750,-121,521,11.4,14.3,5.2,7.2,25.3,21.3,2.2,50,0,0,0,0,0,0.47,31.3,31.8,1778,3.2,1.22,1.46,5
"Liyab Esports",9,"SEA",20,60,1.44,1919,186,364,19.2,13.1,6.8,4.7,55,50,2,57.4,0.5,50,0.9,0.1,935,0.8,66.7,30.9,2111,3.2,1.14,1.18,30
"LNG Esports",9,"CN",81,45.7,0.95,1803,-31,555,12.3,12.9,5.8,6.6,22.2,9.9,2.09,48.8,0,0,0,0,0,0.75,51.9,33.1,1760,3.5,1.28,1.58,5
"Lowkey Esports.Vietnam",9,"VN",50,58,1.08,1822,-7,385,14.5,13.4,6.2,5.8,50,52,1.58,45.1,0.5,50,0.5,0.1,-30,0.72,60,30.8,1801,3.1,1.24,1.38,35
"M19 Team",9,"CIS",31,32.3,0.85,1702,-117,323,10.9,12.9,3.9,7,41.9,35.5,1.23,37.7,0.35,35.5,0.55,-0.3,138,0.26,25,30.6,1693,3.1,1.16,1.15,4
"Mad Lions E.C",9,"ES",59,59.3,1.16,1801,83,561,13.1,11.3,6.8,5.5,66.1,54.2,2.02,47.2,0.64,64.4,0.85,0.3,635,0.83,55,31.7,1835,3.2,1.25,1.34,9
"MAD Team",9,"TW",82,50,1.09,1744,-43,574,11.1,10.1,5.2,6.5,51.2,26.8,1.95,46.2,0.35,36.3,0.73,-0.5,-829,0.63,49.6,32.1,1690,3.6,1.46,1.43,33
"Mammoth eSports",9,"OCE",57,63.2,1.32,1854,111,503,14.5,11,6.7,5.4,50.9,61.4,2.39,59.4,0.63,63.2,0.91,0.1,511,0.81,58,32.8,1799,2.9,1.14,1.41,24
"MEGA",9,"SEA",36,72.2,1.69,1911,253,482,15.6,9.2,7.9,3.7,63.9,83.3,2.42,66.5,0.61,61.1,0.92,1.1,3097,0.69,57.6,33.6,1917,3,1.16,1.4,30
"Misfits",9,"EUW",36,38.9,0.75,1770,-101,485,10.8,14.3,5.6,6.8,55.6,50,1.94,49.1,0.53,54.3,0.72,0.2,-332,0.69,40,32.7,1654,3.4,1.39,1.28,11
"Misfits Premier",9,"FR",75,61.3,0.96,1907,114,418,15.5,16.2,7.1,4.9,34.7,56,1.93,52.3,0.51,50.7,0.71,0.4,449,0.75,56.6,33,2117,3.1,1.16,1.27,12
"MnM Gaming",9,"UK",17,58.8,1,1805,37,499,12.5,12.5,7.2,4.9,41.2,52.9,2.29,53.7,0.65,64.7,1,0.2,-252,0.71,48.4,32.4,1724,2.7,1.04,1.31,34
"MOBA ROG",9,"IT",31,29,0.74,1675,-157,496,10.9,14.7,4,7.5,54.8,32.3,1.77,40.9,0.45,45.2,0.81,0,-166,0.45,32.2,30,1730,3,1.18,1.08,14
"Mousesports",9,"DE",9,55.6,1.16,1821,57,614,14,12.1,6.2,5,66.7,33.3,1.89,47.2,0.56,55.6,0.67,-0.1,548,0.78,56.3,33.2,1971,3.2,1.37,1.71,8
"Movistar Riders",9,"ES",44,47.7,1.05,1741,-47,692,13.1,12.5,6,6.6,45.5,47.7,2.45,50.8,0.52,52.3,0.82,0,-289,0.86,47.3,30.6,1718,3.4,1.36,1.32,9
"NYYRIKKI White",9,"SWE",6,0,0.34,1537,-532,145,6,17.5,1,9.7,16.7,0,0.83,28.9,0,0,0.67,-1.7,-4751,0,0,29.1,1356,2.8,1.17,1.09,31
"OMG",9,"CN",70,27.1,0.7,1728,-195,461,10.8,15.4,3.9,7.8,12.9,11.4,1.49,33.8,0,0,0,0,0,0.43,29.8,32.1,1631,3.2,1.21,1.3,5
"OpTic Gaming",9,"N/A",41,41.5,0.8,1746,-39,660,9.4,11.7,6.1,6.7,56.1,43.9,2.17,47.8,0.49,50,0.88,0,8,0.83,47,32.3,1702,3.6,1.45,1.6,22
"OpTic Gaming Academy",9,"N/A",36,36.1,0.84,1751,-67,541,11.5,13.6,5.4,6.7,55.6,36.1,1.89,44.8,0.25,25,0.75,0.1,-528,0.53,38.1,32.1,1781,3.2,1.17,1.29,22
"Order",9,"OCE",66,50,0.94,1789,-23,559,14.2,15,6.2,6.4,51.5,50,1.95,47.1,0.32,31.8,0.61,-0.2,-531,0.85,53.5,30.9,1976,3.1,1.22,1.32,24
"Origen",9,"EUW",55,49.1,0.99,1787,-2,516,11.4,11.5,5.9,5.8,50.9,45.5,2.24,57.1,0.45,45.5,0.84,-0.1,97,0.56,49.7,32.7,1718,3.4,1.29,1.36,11
"Origen BCN",9,"ES",64,59.4,1.18,1777,32,644,12.6,10.7,6.4,5.8,48.4,43.8,2.25,49.1,0.44,43.8,0.73,-0.2,-211,0.64,49.7,31.4,1927,3.1,1.11,1.27,9
"Outplayed",9,"IT",40,57.5,1.21,1831,81,498,15.4,12.6,6.5,5.6,57.5,42.5,2.1,46.8,0.5,50,0.95,-0.2,72,0.88,57.5,31.5,1939,2.7,0.97,1.12,14
"paiN Gaming",9,"BR",21,47.6,1.2,1781,-6,694,14.5,12.1,5.7,6.5,42.9,57.1,1.52,33.5,0.57,57.1,0.48,-0.1,368,0.52,42.5,32.1,1808,3.6,1.46,1.64,2
"Penguins",9,"ES",46,47.8,0.86,1752,-64,632,12,14,5.9,6.5,54.3,52.2,2.3,48.7,0.72,71.7,0.87,0.4,59,0.67,40.2,31.4,1753,3.5,1.33,1.26,9
"Phelan Gaming",9,"UK",10,30,0.66,1638,-182,535,9.4,14.3,3.8,8.7,50,30,2.2,45,0.4,40,0.8,-1.2,-2215,0.4,27.8,30.2,1785,3.6,1.45,1.2,34
"Piast Gliwice Esports",9,"PL",20,35,0.75,1694,-184,482,11.4,15.1,4.5,7.3,35,50,1.45,41.1,0.4,40,0.6,-0.6,-1497,0.5,35.1,31.9,1837,3.4,1.49,1.16,26
"piratesports",10,"PL",23,43.5,0.84,1723,-97,584,12.4,14.8,5,6.4,47.8,47.8,2.3,48.2,0.61,60.9,0.87,0.1,-436,0.7,42.8,30.9,1667,3.4,1.39,1.29,26
"Pixel eSports Club",9,"LAT",46,37,0.73,1732,-93,622,9.8,13.5,5.8,6.8,45.7,52.2,2.02,44.7,0.33,32.6,0.87,0,-175,0.72,42,31.8,1732,3.3,1.45,1.35,20
"Pompa Team",9,"PL",29,72.4,1.42,1885,203,393,14,9.9,7.2,3.7,51.7,72.4,2.52,73.8,0.52,51.7,1.03,1.1,1735,0.86,71.4,33.8,1891,2.7,0.96,1.14,26
"PRIDE",10,"PL",39,53.8,1.05,1780,9,522,12.6,11.8,5.8,5.9,51.3,41,2.13,47.2,0.38,38.5,0.82,-0.1,77,0.77,50.7,32.1,1779,3.1,1.3,1.27,26
"ProGaming eSports",9,"BR",21,9.5,0.61,1642,-256,586,7.7,12.5,2.9,9.4,52.4,19,0.62,14.9,0.33,33.3,0.24,-1.1,-2319,0.19,10.8,31.7,1535,3.4,1.4,1.18,2
"Qlash Forge",9,"IT",36,63.9,1.34,1824,105,656,15.6,11.6,7.8,4.9,50,50,2.86,59.7,0.56,55.6,1.22,0.1,760,0.89,53.3,31.4,1978,3.1,1.37,1.25,14
"QTV Gaming",9,"VN",73,43.8,0.88,1801,-68,499,13.1,14.8,5.9,6.6,50.7,50.7,2.15,49.9,0.47,47.9,0.85,0,-703,0.73,47.1,32.4,1761,3.5,1.42,1.48,35
"R-SIXTEAM",9,"PL",27,37,0.92,1731,-100,616,13,14,5.1,7,44.4,51.9,1.7,42.2,0.41,40.7,0.63,-0.3,-394,0.67,43.7,31.2,1950,3,1.03,1.16,26
"Racoon",9,"IT",34,38.2,0.78,1722,-117,527,13.4,17.2,5.5,6.6,55.9,44.1,2.21,51.1,0.68,67.6,0.68,-0.4,-682,0.56,43.8,29.4,1884,3,1.14,1.13,14
"Rainbow7",9,"LAT",57,54.4,1.02,1818,38,572,11.5,11.3,6.7,5.4,36.8,38.6,2.37,55,0.49,50,0.89,-0.3,-491,0.86,55.2,33.3,1752,3.5,1.33,1.4,20
"Random 5",9,"EUW",5,20,0.62,1677,-238,311,9.6,15.2,2.6,8.4,40,20,1,25,0.4,40,0.8,-0.2,-811,0.4,20,30.8,1466,2.6,0.92,1.01,11
"Rascal Jester",9,"JP",42,26.2,0.61,1639,-248,449,10.1,16.6,3.4,7.7,45.2,23.8,1.71,41,0.48,47.6,0.67,-0.6,-1390,0.48,33.8,29.8,1698,3,1.07,1.21,15
"Redemption POA",9,"BR",47,44.7,0.91,1758,-57,647,12.3,13.6,5.8,6.6,42.6,38.3,2.53,52.7,0.34,34.8,1.02,-0.3,-293,0.74,43.6,32.1,1810,3.6,1.48,1.34,2
"ROG Esport",9,"FR",38,47.4,1,1787,-30,533,14.9,14.9,5.8,6.1,44.7,57.9,2.55,56.8,0.39,40.5,0.89,0.1,-415,0.68,46.9,31,1994,3.4,1.48,1.27,12
"Rogue",9,"EUW",43,30.2,0.83,1702,-164,481,11,13.3,4.5,7.5,41.9,37.2,1.53,36.2,0.47,46.5,0.67,-0.5,-1407,0.35,32.9,31.2,1595,3.3,1.22,1.19,11
"Rogue Esports Club",9,"PL",62,69.4,1.4,1886,183,531,15.1,10.8,7.6,4.1,56.5,64.5,2.48,59.6,0.52,51.6,0.89,0.5,1210,0.81,61.4,33,1951,3.2,1.14,1.22,26
"Rogue Warriors",9,"CN",70,31.4,0.75,1746,-171,488,10.8,14.4,4.2,7.6,15.7,14.3,1.69,38.9,0,0,0,0,0,0.47,32.8,32.1,1700,3.5,1.3,1.31,5
"RoX",9,"CIS",28,39.3,0.93,1744,-34,397,11.9,12.8,4.5,6.2,50,46.4,1.61,41.7,0.46,48.1,0.93,0.2,371,0.43,37.5,30.5,1806,3.1,1.28,1.18,4
"Royal Never Give Up",9,"CN",93,62.4,1.24,1857,79,510,14.2,11.5,6.8,5,29,34.4,2.29,55.3,0.03,42.9,1.14,0.1,530,0.66,57.3,32.7,1795,3.8,1.48,1.73,5
"Royal Youth",9,"TR",60,71.7,1.29,1859,167,469,14.4,11.1,7.4,4,61.7,70,2.25,63.2,0.62,62.7,0.93,0.7,1003,0.78,63.8,32.2,1845,3.3,1.15,1.37,32
"S2V Esports",9,"ES",36,36.1,0.79,1738,-82,592,12.1,15.2,5,7.1,41.7,38.9,1.92,39,0.19,19.4,0.81,-0.3,-600,0.56,36.4,31.6,1943,3.1,1.22,1.27,9
"SAMCLAN Esports Club",9,"PT",21,33.3,0.85,1700,-153,497,13.9,16.4,3.9,7.6,19,23.8,1.95,41.7,0.48,47.6,0.86,-0.5,-1306,0.52,33.3,29.9,1755,2.6,0.9,1.06,27
"Samsung Morning Stars",9,"IT",42,57.1,1.08,1842,110,423,14.8,13.7,6.5,5.4,47.6,59.5,1.95,51.8,0.48,48.8,0.64,0.3,684,0.81,61.5,31.2,1927,3,0.97,1.3,14
"Sandbox Gaming",9,"KR",99,57.6,0.92,1816,38,598,10.5,11.4,6.6,4.8,45.5,61.6,2.69,60.4,0.51,51.5,0.91,0.1,175,0.78,56.9,34.6,1731,3.9,1.48,1.94,17
"Sengoku Gaming",9,"JP",42,40.5,0.77,1731,-62,597,10.2,13.2,5.3,6.5,47.6,59.5,1.98,46,0.4,41.5,0.93,0.2,127,0.67,48.3,32,1652,3.3,1.28,1.55,15
"SK Gaming",9,"EUW",42,42.9,0.83,1772,-54,538,11.5,13.8,5.5,6.8,50,50,1.81,47.7,0.38,40,0.66,-0.1,-494,0.67,53.1,32.5,1793,3.2,1.28,1.4,11
"SK Gaming Prime",9,"DE",17,70.6,1.34,1868,180,652,14.6,10.9,8.1,3.9,41.2,70.6,3.24,67.1,0.59,58.8,1,0.6,1727,1.12,72.5,32.9,2054,3.6,1.26,1.36,8
"SK Telecom T1",9,"KR",141,67.4,1.41,1873,133,588,12.7,8.9,7.2,4.6,59.6,53.9,2.83,62.3,0.57,57.1,0.94,0.1,475,0.77,61,35,1772,4.4,1.55,1.77,17
"Solary",9,"FR",28,14.3,0.65,1635,-316,420,10.6,16.3,2.4,8.8,32.1,21.4,1.5,33.9,0.32,33.3,0.71,-1.1,-2549,0.46,31.5,29.5,1612,2.9,1.28,1.09,12
"Splyce",9,"EUW",78,56.4,1.08,1851,51,652,13.9,12.9,6.8,6.1,53.8,42.3,2.14,48.3,0.38,40.5,0.77,0.1,560,0.87,55.3,33.3,1806,3.6,1.36,1.57,11
"Splyce Vipers",9,"ES",35,54.3,1.2,1788,48,606,14,11.7,6.3,5.9,40,31.4,1.86,45.1,0.51,51.4,0.63,-0.4,-505,0.77,55.9,31.9,1889,3.1,1.21,1.26,9
"Srdce nehasnou",9,"CZ",12,50,1.18,1874,101,379,19.1,16,5.8,4.8,50,50,2.5,69.4,0.75,75,1.33,0.3,808,0.75,63.6,30.4,2128,3.2,1.37,1.11,6
"SteeWolves Gaia",9,"SEA",18,27.8,0.69,1777,-222,214,15.8,23,4.2,7.1,66.7,27.8,1.72,48.2,0.33,33.3,0.83,-0.7,-2085,0.5,42.2,29,2081,2.6,0.94,1.12,30
"Suning",9,"CN",75,46.7,0.97,1815,-16,586,12.7,13.1,5.9,6.1,20,28,2.09,50.1,0,0,0,0,0,0.6,46.5,32.9,1876,3.6,1.35,1.54,5
"SuperMassive",9,"TR",52,67.3,1.44,1872,176,506,15.3,10.6,7.4,4.6,48.1,50,2.5,62.5,0.54,53.8,1.04,0.1,982,0.88,68,32.5,1853,3,1.18,1.3,32
